,Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2225,2016102435066,2016-09-14 00:00:00,9/12/2016 0:00,ELP,El Paso International Airport,Property Damage,Checked Baggage,Clothing,0,Deny
2226,2016092833972,2016-08-01 00:00:00,7/4/2016 0:00,ELP,El Paso International Airport,Passenger Property Loss,Checked Baggage,ches; Jewelry & Watches; Jewelry & Watches; Jew,-,-
2227,2016102735257,2016-09-01 00:00:00,7/20/2016 6:03,ELP,El Paso International Airport,Passenger Property Loss,Checked Baggage,Personal Accessories,-,-
2228,2016092834078,2016-08-10 00:00:00,7/27/2016 0:00,ELP,El Paso International Airport,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other",-,-
2229,2016101834842,2016-09-07 00:00:00,9/2/2016 0:00,ELP,El Paso International Airport,Passenger Property Loss,Checked Baggage,Clothing,-,-
2230,2016122136123,2016-10-27 00:00:00,9/20/2016 0:00,ELP,El Paso International Airport,Passenger Property Loss,Checkpoint,Personal Electronics,-,-
2231,2016121635999,2016-10-24 00:00:00,10/17/2016 0:00,ELP,El Paso International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2232,2017021037444,2017-01-04 00:00:00,12/2/2016 13:30,ELP,El Paso International Airport,Passenger Property Loss,Checked Baggage,Clothing,-,-
2233,2016042630852,2016-04-05 00:00:00,2/23/2016 6:25,ELP,El Paso International Airport,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items; Hunting & Fishing Items,1583.5,Settle
2235,2016071932788,2016-06-23 00:00:00,6/5/2016 9:20,EUG,Eugene Airport/Mahlon Sweet Field,Property Damage,Checkpoint,Cameras; Cameras,957.57,Approve in Full
2236,2016070732549,2016-06-15 00:00:00,5/28/2016 0:00,EUG,Eugene Airport/Mahlon Sweet Field,Property Damage,Checkpoint,Baggage/Cases/Purses,35,Settle
2237,2016102635241,2016-09-14 00:00:00,6/29/2016 0:00,EVV,Evansville Regional Airport,Property Damage,Checked Baggage,Household Items,0,Deny
2238,2016110435552,2016-10-11 00:00:00,10/4/2016 5:30,EVV,Evansville Regional Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2240,2016040430304,2016-03-17 00:00:00,3/2/2016 6:30,EWN,Craven County Regional,Property Damage,Checked Baggage,Medical/Science,35.38,Settle
2241,2016021728901,2016-01-25 00:00:00,1/13/2016 6:33,EWR,Newark International Airport,Property Damage,Checkpoint,Personal Electronics,-,-
2242,2016050531122,2016-04-19 00:00:00,2/3/2016 18:22,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,-,-
2243,2016031529769,2016-03-01 00:00:00,2/4/2016 19:00,EWR,Newark International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2244,2016031029596,2016-02-24 00:00:00,2/5/2016 16:00,EWR,Newark International Airport,Passenger Property Loss,-,Other,-,-
2245,2016032129915,2016-03-08 00:00:00,3/6/2016 0:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,-,-
2246,2016041830578,2016-03-28 00:00:00,3/17/2016 17:00,EWR,Newark International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2247,2016041330523,2016-03-28 00:00:00,3/24/2016 16:15,EWR,Newark International Airport,Passenger Property Loss,Checkpoint,Personal Electronics,-,-
2248,2016041330516,2016-03-28 00:00:00,3/26/2016 19:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Clothing; Clothing; Jewelry & Watches,-,-
2249,2016051931481,2016-05-05 00:00:00,5/3/2016 16:30,EWR,Newark International Airport,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
2250,2016061432212,2016-05-31 00:00:00,5/13/2016 11:00,EWR,Newark International Airport,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
2251,2016101734761,2016-08-23 00:00:00,6/4/2016 0:00,EWR,Newark International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2252,2017010336219,2017-01-03 00:00:00,7/14/2016 0:00,EWR,Newark International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2253,2016090833497,2016-07-22 00:00:00,7/16/2016 5:20,EWR,Newark International Airport,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses; Other,-,-
2254,2017010936360,2016-11-16 00:00:00,7/19/2016 0:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
2255,2016092133720,2016-07-28 00:00:00,7/21/2016 16:30,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Currency; Other,-,-
2256,2016092233747,2016-08-01 00:00:00,7/22/2016 7:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Clothing,-,-
2257,2016092633846,2016-07-26 00:00:00,7/25/2016 0:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Other,-,-
2258,2016092333819,2016-07-29 00:00:00,7/27/2016 18:45,EWR,Newark International Airport,Passenger Property Loss,Checkpoint,Currency; Personal Documents,-,-
2259,2016110835659,2016-10-13 00:00:00,8/19/2016 0:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,-,-,-
2260,2016102635243,2016-09-27 00:00:00,8/22/2016 17:55,EWR,Newark International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2261,2016100734524,2016-08-29 00:00:00,8/23/2016 18:00,EWR,Newark International Airport,Passenger Property Loss,Checkpoint,Computer & Accessories; Jewelry & Watches,-,-
2262,2017010336202,2016-11-14 00:00:00,9/2/2016 0:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Other,-,-
2263,2016110935676,2016-10-17 00:00:00,9/30/2016 0:00,EWR,Newark International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2264,2017012436809,2017-01-24 00:00:00,10/3/2016 0:00,EWR,Newark International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2265,2016102735297,2016-10-18 00:00:00,10/12/2016 0:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Other,-,-
2267,2017010336237,2016-12-28 00:00:00,11/14/2016 0:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Food & Drink,-,-
2268,2017012736975,2016-12-01 00:00:00,11/19/2016 0:00,EWR,Newark International Airport,Passenger Property Loss,Checkpoint,Automobile Parts & Accessories,-,-
2269,2017011936739,2016-11-29 00:00:00,11/19/2016 12:30,EWR,Newark International Airport,Property Damage,Checked Baggage,Currency,-,-
2270,2016072832896,2016-06-29 00:00:00,1/3/2016 0:00,EWR,Newark International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,85,Approve in Full
2271,2016100634500,2016-10-05 00:00:00,1/4/2016 20:00,EWR,Newark International Airport,Passenger Property Loss,Checkpoint,Currency,100,Approve in Full
2272,2016030229267,2016-02-01 00:00:00,1/13/2016 8:30,EWR,Newark International Airport,Property Damage,Checkpoint,Clothing,45,Approve in Full
2273,2016030829430,2016-02-10 00:00:00,1/20/2016 11:00,EWR,Newark International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses; Food & Drink,55,Approve in Full
2274,2016030129247,2016-03-01 00:00:00,1/22/2016 0:00,EWR,Newark International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,60.37,Approve in Full
2275,2016030329310,2016-02-09 00:00:00,1/22/2016 15:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,50,Approve in Full
2276,2016031129651,2016-02-25 00:00:00,1/26/2016 20:30,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Currency; Currency,44,Approve in Full
2277,2016022529115,2016-02-02 00:00:00,1/28/2016 18:25,EWR,Newark International Airport,Property Damage,Checkpoint,Computer & Accessories,349.99,Approve in Full
2278,2016030729399,2016-03-07 00:00:00,2/6/2016 0:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Travel Accessories,10.19,Approve in Full
2279,2016040730431,2016-03-23 00:00:00,2/13/2016 15:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Travel Accessories,9.99,Approve in Full
2280,2016040830443,2016-03-23 00:00:00,2/25/2016 16:24,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other; Other",180,Approve in Full
2281,2016032830146,2016-03-11 00:00:00,2/26/2016 6:05,EWR,Newark International Airport,Property Damage,Checkpoint,Computer & Accessories,499,Approve in Full
2282,2016031829889,2016-03-02 00:00:00,2/28/2016 0:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Food & Drink,22.6,Approve in Full
2283,2016042630839,2016-04-06 00:00:00,2/29/2016 0:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Currency,200,Approve in Full
2284,2016041930613,2016-03-30 00:00:00,3/11/2016 0:00,EWR,Newark International Airport,Property Damage,Checked Baggage,Household Items,175,Approve in Full
2285,2016050331029,2016-04-14 00:00:00,3/20/2016 17:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,30,Approve in Full
2286,2016042230758,2016-04-22 00:00:00,3/27/2016 0:00,EWR,Newark International Airport,Property Damage,Checkpoint,Clothing,350,Approve in Full
2287,2016042730861,2016-04-08 00:00:00,4/3/2016 6:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Other,20,Approve in Full
2288,2016042730883,2016-04-07 00:00:00,4/6/2016 13:00,EWR,Newark International Airport,Property Damage,Checked Baggage,Computer & Accessories,250,Approve in Full
2289,2016042730880,2016-04-11 00:00:00,4/9/2016 19:30,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,29.99,Approve in Full
2290,2016051231271,2016-04-25 00:00:00,4/16/2016 19:00,EWR,Newark International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,120,Approve in Full
2291,2016082433266,2016-07-13 00:00:00,4/30/2016 16:00,EWR,Newark International Airport,Passenger Property Loss,Checkpoint,Currency,145,Approve in Full
2292,2016082333209,2016-07-08 00:00:00,5/3/2016 0:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Clothing,69,Approve in Full
2294,2016053131863,2016-05-11 00:00:00,5/7/2016 0:00,EWR,Newark International Airport,Property Damage,Checkpoint,Computer & Accessories,807.55,Approve in Full
2295,2016060832089,2016-06-08 00:00:00,5/11/2016 16:00,EWR,Newark International Airport,Passenger Property Loss,Checkpoint,Incidentals; Incidentals,290,Approve in Full
2296,2016071832774,2016-06-22 00:00:00,5/14/2016 16:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,107,Approve in Full
2297,2016062732417,2016-06-08 00:00:00,5/23/2016 0:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Travel Accessories,20,Approve in Full
2298,2016090833494,2016-07-22 00:00:00,7/15/2016 0:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,77.1,Approve in Full
2299,2016100434287,2016-08-19 00:00:00,8/5/2016 9:30,EWR,Newark International Airport,Property Damage,Checkpoint,Baggage/Cases/Purses,10,Approve in Full
2300,2016100734513,2016-08-29 00:00:00,8/13/2016 7:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Medical/Science,17.63,Approve in Full
2301,2016093034223,2016-09-21 00:00:00,9/13/2016 0:00,EWR,Newark International Airport,Property Damage,Checkpoint,Computer & Accessories,755,Approve in Full
2302,2016102835319,2016-09-22 00:00:00,9/14/2016 11:30,EWR,Newark International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,20.71,Approve in Full
2303,2016102535137,2016-09-20 00:00:00,9/16/2016 0:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Travel Accessories,12.83,Approve in Full
2304,2017010636307,2016-10-28 00:00:00,10/13/2016 0:00,EWR,Newark International Airport,Property Damage,Checked Baggage,Computer & Accessories,175.02,Approve in Full
2305,2016121936029,2016-12-05 00:00:00,12/2/2016 0:00,EWR,Newark International Airport,Property Damage,Checkpoint,Personal Electronics,450,Approve in Full
2306,2016020828756,2016-01-19 00:00:00,1/4/2016 0:00,EWR,Newark International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,-
2307,2016020228693,2016-01-18 00:00:00,1/5/2016 6:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Personal Electronics,0,-
2308,2016012628547,2016-01-11 00:00:00,1/8/2016 19:15,EWR,Newark International Airport,Passenger Property Loss,Checkpoint,Computer & Accessories,0,-
2309,2016012628550,2016-01-11 00:00:00,1/9/2016 10:30,EWR,Newark International Airport,Property Damage,Checked Baggage,Clothing,-,-
2310,2016020328699,2016-01-18 00:00:00,1/11/2016 13:30,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,-
2311,2016021028807,2016-01-20 00:00:00,1/17/2016 9:30,EWR,Newark International Airport,Property Damage,Checkpoint,Personal Electronics,266.43,-
2312,2016021128831,2016-01-21 00:00:00,1/20/2016 20:19,EWR,Newark International Airport,Property Damage,Checked Baggage,Sporting Equipment & Supplies,349.53,-
2313,2016022429076,2016-02-01 00:00:00,1/30/2016 16:30,EWR,Newark International Airport,Complaint,Checked Baggage,-,-,-
2314,2016110235469,2016-10-05 00:00:00,9/30/2016 18:30,EWR,Newark International Airport,Property Damage,Checkpoint,Computer & Accessories,-,-
2315,2016012428517,2016-01-11 00:00:00,1/4/2016 12:00,EWR,Newark International Airport,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,0,Deny
