,Claim Number,Date Received,Incident D,Airport Code,Airport Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
1152,2015030420989,2015-03-04,2014-10-20,CLE,Cleveland Hopkins International,Passenger Property Loss,Checkpoint,Clothing,105,Approve in Full
1153,2015030420999,2015-03-04,2015-02-08,CLE,Cleveland Hopkins International,Property Damage,Checkpoint,Personal Accessories,152.92,Settle
1154,2015030921080,2015-03-09,2015-02-14,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,Personal Accessories,0,Deny
1155,2015031621251,2015-03-16,2015-02-13,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,Other,400,Settle
1156,2015031821334,2015-03-18,2015-02-20,CLE,Cleveland Hopkins International,Property Damage,Checkpoint,Personal Electronics,0,Deny
1157,2015032721566,2015-03-26,2015-03-11,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Personal Electronics,0,Deny
1158,2015040121668,2015-03-31,2015-02-25,CLE,Cleveland Hopkins International,Property Damage,Checkpoint,Personal Electronics,755.56,Settle
1159,2015041621962,2015-04-13,2015-03-30,CLE,Cleveland Hopkins International,Property Damage,Checked Baggage,-,0,Deny
1160,2015042722116,2015-04-20,2015-03-21,CLE,Cleveland Hopkins International,Property Damage,Checked Baggage,"Books, Magazines & Other; Tools & Home Improvement Supplies",0,Deny
1161,2015051122460,2015-04-30,2014-12-31,CLE,Cleveland Hopkins International,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
1162,2015050522309,2015-05-05,2014-12-31,CLE,Cleveland Hopkins International,Property Damage,Checked Baggage,Other,0,Deny
1163,2015051522539,2015-05-11,2015-05-05,CLE,Cleveland Hopkins International,Property Damage,Checked Baggage,Household Items,0,Deny
1164,2015060222907,2015-05-28,2015-05-14,CLE,Cleveland Hopkins International,Passenger Property Loss,Checkpoint,Jewelry & Watches,404.06,Approve in Full
1165,2015061123026,2015-06-01,2015-04-20,CLE,Cleveland Hopkins International,Property Damage,Checked Baggage,Household Items,0,Deny
1166,2015062423379,2015-06-08,2015-05-13,CLE,Cleveland Hopkins International,Property Damage,Checked Baggage,Baggage/Cases/Purses; Other,0,Deny
1167,2015070723672,2015-06-29,2015-06-24,CLE,Cleveland Hopkins International,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
1168,2015071423825,2015-07-01,2015-06-10,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
1169,2015071523838,2015-07-06,2015-07-03,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,Currency,0,Deny
1170,2015071523841,2015-07-06,2015-06-25,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,Other,0,Deny
1171,2015072024008,2015-07-13,2015-06-18,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,Travel Accessories,11,Approve in Full
1172,2015080324430,2015-07-23,2015-06-21,CLE,Cleveland Hopkins International,Property Damage,Checked Baggage,Clothing; Cosmetics & Grooming,98.54,Approve in Full
1173,2015080424495,2015-07-28,2015-07-24,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,Clothing,220,Approve in Full
1174,2014111418364,2015-08-03,2014-10-16,CLE,Cleveland Hopkins International,Personal Injury,Checkpoint,-,-,-
1175,2015080324444,2015-08-03,2015-08-03,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,Other,0,Deny
1176,2015080324466,2015-08-03,2015-07-20,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,Clothing,70,Approve in Full
1177,2015080724714,2015-08-06,2015-07-17,CLE,Cleveland Hopkins International,Property Damage,Checkpoint,Home Decor; Other; Other,425,Approve in Full
1178,2015081724928,2015-08-06,2015-05-12,CLE,Cleveland Hopkins International,Property Damage,Checked Baggage,Computer & Accessories,741.8,Approve in Full
1179,2015081424866,2015-08-12,2015-07-08,CLE,Cleveland Hopkins International,Property Damage,Checked Baggage,Audio/Video,0,Deny
1180,2015081924978,2015-08-19,2015-08-08,CLE,Cleveland Hopkins International,Property Damage,Checked Baggage,Sporting Equipment & Supplies,59,Approve in Full
1181,2015082825131,2015-08-21,2015-08-12,CLE,Cleveland Hopkins International,Passenger Property Loss,Checkpoint,Other; Other,-,-
1182,2015083125165,2015-08-24,2015-08-10,CLE,Cleveland Hopkins International,Property Damage,Checked Baggage,Home Decor,0,Deny
1183,2015090225268,2015-08-28,2015-08-02,CLE,Cleveland Hopkins International,Passenger Property Loss,Checkpoint,Personal Electronics; Personal Electronics,0,Deny
1184,2015091425342,2015-09-01,2015-08-29,CLE,Cleveland Hopkins International,Property Damage,Checked Baggage,Household Items,0,Deny
1185,2015091525368,2015-09-01,2015-08-31,CLE,Cleveland Hopkins International,Property Damage,Checked Baggage,Personal Electronics,174.01,Approve in Full
1186,2015091625382,2015-09-01,2015-08-09,CLE,Cleveland Hopkins International,Property Damage,Checked Baggage,Sporting Equipment & Supplies,50,Settle
1187,2015100525894,2015-09-21,2015-09-20,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other",20,Approve in Full
1188,2015101926079,2015-09-29,2015-09-27,CLE,Cleveland Hopkins International,Passenger Property Loss,Checkpoint,Personal Accessories,37.44,Approve in Full
1189,2015102026135,2015-09-30,2015-09-15,CLE,Cleveland Hopkins International,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
1190,2015102926390,2015-10-08,2015-09-28,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
1191,2015110926738,2015-10-16,2015-09-29,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,Currency,0,Deny
1192,2015110626653,2015-10-21,2015-08-02,CLE,Cleveland Hopkins International,Property Damage,Checkpoint,Computer & Accessories,-,-
1193,2015110926695,2015-10-28,2015-10-09,CLE,Cleveland Hopkins International,Property Damage,Checked Baggage,Toys & Games,0,Deny
1194,2015111726926,2015-11-02,2015-09-15,CLE,Cleveland Hopkins International,Passenger Property Loss,Checkpoint,Jewelry & Watches; Jewelry & Watches,0,Deny
1195,2015111826972,2015-11-03,2015-10-15,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,Food & Drink,-,-
1196,2015112327092,2015-11-12,2015-10-18,CLE,Cleveland Hopkins International,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
1197,2015120127196,2015-11-12,2015-10-24,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
1198,2016011128243,2015-11-12,2015-10-24,CLE,Cleveland Hopkins International,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
1199,2015120227213,2015-11-16,2015-10-23,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,-,-,-
1200,2015112327064,2015-11-23,2015-09-25,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Medical/Science,676.67,Approve in Full
1201,2015121827682,2015-11-30,2015-10-27,CLE,Cleveland Hopkins International,Property Damage,Checkpoint,Personal Accessories,-,-
1202,2015120227250,2015-12-03,2015-11-06,CLE,Cleveland Hopkins International,Passenger Property Loss,Checked Baggage,Travel Accessories,6.97,Approve in Full
1203,2015102026123,2015-09-28,2015-09-17,CLL,"Easterwood/College Station, TX",Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
1204,2015010519618,2015-01-05,2014-12-30,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Personal Accessories,-,-
1205,2015010919734,2015-01-09,2014-12-03,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,-,0,Deny
1206,2015010919744,2015-01-09,2015-01-03,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,-,0,Deny
1207,2015011319819,2015-01-13,2015-01-10,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches,0,Deny
1208,2015011319831,2015-01-13,2014-12-27,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
1209,2015011519883,2015-01-14,2015-01-03,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Personal Accessories,70,Settle
1210,2015011519885,2015-01-15,2014-12-03,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,-,95,Approve in Full
1211,2015011619950,2015-01-16,2014-12-28,CLT,Charlotte/Douglas International Airport,Property Damage,Checkpoint,Home Decor,50,Approve in Full
1212,2015012220067,2015-01-20,2015-01-05,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checkpoint,Travel Accessories,21.2,Approve in Full
1213,2015012120043,2015-01-21,2014-12-28,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
1214,2015012120052,2015-01-21,2014-12-27,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Personal Electronics,94.95,Approve in Full
1215,2015012720180,2015-01-27,2015-01-23,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,-,96,Settle
1216,2015012820244,2015-01-28,2015-01-05,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Other,-,-
1217,2015022520850,2015-02-25,2013-12-05,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Medical/Science,0,Deny
1218,2015022520856,2015-02-25,2014-08-29,CLT,Charlotte/Douglas International Airport,Property Damage,Checkpoint,Other,79.99,Approve in Full
1219,2015022720927,2015-02-27,2015-02-06,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Clothing,50,Approve in Full
1220,2015030320967,2015-03-03,2015-02-19,CLT,Charlotte/Douglas International Airport,Property Damage,Checkpoint,Computer & Accessories,750,Settle
1221,2015030320970,2015-03-03,2015-02-21,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny
1222,2015031321212,2015-03-12,2015-03-02,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny
1223,2015031621226,2015-03-12,2015-02-16,CLT,Charlotte/Douglas International Airport,Property Damage,Checkpoint,Baggage/Cases/Purses,-,-
1224,2014120418843,2015-03-13,2014-04-01,CLT,Charlotte/Douglas International Airport,Personal Injury,Checkpoint,Cosmetics & Grooming,-,-
1225,2015031721262,2015-03-17,2015-03-08,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,0,Deny
1226,2015031721301,2015-03-17,2015-03-11,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
1227,2015033121617,2015-03-30,2015-03-11,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,"Books, Magazines & Other",0,Deny
1228,2015033121608,2015-03-31,2015-03-23,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,0,Deny
1229,2015041721998,2015-04-17,2015-02-07,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Medical/Science,0,Deny
1230,2015042422109,2015-04-17,2014-06-11,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
1231,2015050822397,2015-05-08,2015-04-23,CLT,Charlotte/Douglas International Airport,Property Damage,Checkpoint,Personal Accessories,302,Approve in Full
1232,2015051522546,2015-05-11,2015-04-25,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Other,0,Deny
1233,2015052122639,2015-05-14,2015-04-14,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Jewelry & Watches,0,Deny
1234,2015052622741,2015-05-20,2015-05-01,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,-,-
1235,2015060222908,2015-05-27,2015-05-23,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
1236,2015060222906,2015-05-28,2015-05-19,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Food & Drink; Jewelry & Watches,0,Deny
1237,2015060422930,2015-05-29,2015-04-12,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Cosmetics & Grooming,74.27,Approve in Full
1238,2015061123071,2015-06-03,2015-05-22,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches,0,Deny
1239,2015061223091,2015-06-03,2015-04-26,CLT,Charlotte/Douglas International Airport,Property Damage,Checkpoint,Baggage/Cases/Purses,100,Approve in Full
1240,2015061223113,2015-06-05,2015-05-25,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
1241,2015061823224,2015-06-05,2015-05-10,CLT,Charlotte/Douglas International Airport,Property Damage,Checkpoint,Personal Electronics,0,Deny
1242,2015061823225,2015-06-05,2015-06-03,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Cosmetics & Grooming,239.08,Approve in Full
1243,2015061623181,2015-06-08,2015-05-24,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Medical/Science; Other,0,Deny
1244,2015061623182,2015-06-08,2015-05-26,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Other,0,Deny
1245,2015061723194,2015-06-08,2015-03-30,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses; Home Decor; Home Decor; Household Items,0,Deny
1246,2015061723214,2015-06-09,2015-04-30,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,305,Approve in Full
1247,2015061223109,2015-06-12,2015-05-03,CLT,Charlotte/Douglas International Airport,Property Damage,Checkpoint,Baggage/Cases/Purses,599,Approve in Full
1248,2015062223335,2015-06-15,2015-06-05,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
1249,2015062423403,2015-06-17,2015-05-18,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Other,90.22,Settle
1250,2015070123618,2015-06-19,2015-04-27,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,150,Approve in Full
1251,2015070723681,2015-06-29,2015-06-24,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Personal Accessories; Personal Accessories,0,Deny
1252,2015072024004,2015-07-09,2015-06-25,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Personal Electronics,74.19,Approve in Full
1253,2015072024016,2015-07-13,2015-07-10,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
1254,2015072124056,2015-07-14,2015-07-09,CLT,Charlotte/Douglas International Airport,Property Damage,Checkpoint,Clothing,0,Deny
1255,2015072224100,2015-07-15,2015-06-22,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Jewelry & Watches,0,Deny
1256,2015072724229,2015-07-17,2015-07-04,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,299,Approve in Full
1257,2015072023978,2015-07-20,2015-05-20,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Travel Accessories,0,Deny
1258,2015080324443,2015-07-20,2015-06-14,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Food & Drink,29.99,Approve in Full
1259,2015080324451,2015-07-20,2015-07-15,CLT,Charlotte/Douglas International Airport,Property Damage,Checkpoint,Baggage/Cases/Purses,454.51,Approve in Full
1260,2015073124391,2015-07-23,2015-07-11,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
1261,2015073124392,2015-07-27,2015-07-05,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
1262,2015080524589,2015-07-30,2015-05-30,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Cameras,0,Deny
1263,2015080624599,2015-07-30,2015-07-25,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
1264,2015080624641,2015-08-03,2015-07-16,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,130,Approve in Full
1265,2015080624621,2015-08-06,2015-08-01,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Clothing; Other,0,Deny
1266,2015081924976,2015-08-18,2015-02-08,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Clothing; Jewelry & Watches,0,Deny
1267,2015082625089,2015-08-20,2015-07-22,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Medical/Science,0,Deny
1268,2015082125010,2015-08-21,2015-07-29,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
1269,2015090125219,2015-08-25,2015-08-21,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Food & Drink; Food & Drink,0,Deny
1270,2015090125207,2015-08-26,2015-08-19,CLT,Charlotte/Douglas International Airport,Property Damage,Checked Baggage,"Books, Magazines & Other",36,Approve in Full
1271,2015090925303,2015-08-28,2015-07-25,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,65,Approve in Full
1272,2015092125498,2015-08-31,2015-08-13,CLT,Charlotte/Douglas International Airport,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
